sample_id,stem,city,sar_path,opt_path,lab_path,split
197,XiaMen_02_01_14_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_14_03_SAR_197.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_14_03_Optical_197.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_14_03_Label_197.tif,train
198,XiaMen_02_01_14_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_14_04_SAR_198.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_14_04_Optical_198.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_14_04_Label_198.tif,train
199,XiaMen_02_01_14_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_14_05_SAR_199.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_14_05_Optical_199.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_14_05_Label_199.tif,train
200,XiaMen_02_01_14_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_14_06_SAR_200.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_14_06_Optical_200.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_14_06_Label_200.tif,train
201,XiaMen_02_01_14_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_14_07_SAR_201.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_14_07_Optical_201.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_14_07_Label_201.tif,train
202,XiaMen_02_01_14_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_14_08_SAR_202.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_14_08_Optical_202.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_14_08_Label_202.tif,train
203,XiaMen_02_01_14_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_14_09_SAR_203.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_14_09_Optical_203.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_14_09_Label_203.tif,train
204,XiaMen_02_01_15_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_15_01_SAR_204.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_15_01_Optical_204.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_15_01_Label_204.tif,train
205,XiaMen_02_01_15_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_15_02_SAR_205.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_15_02_Optical_205.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_15_02_Label_205.tif,train
206,XiaMen_02_01_15_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_15_03_SAR_206.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_15_03_Optical_206.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_15_03_Label_206.tif,train
207,XiaMen_02_01_15_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_15_04_SAR_207.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_15_04_Optical_207.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_15_04_Label_207.tif,train
208,XiaMen_02_01_15_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_15_05_SAR_208.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_15_05_Optical_208.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_15_05_Label_208.tif,train
209,XiaMen_02_01_15_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_15_06_SAR_209.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_15_06_Optical_209.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_15_06_Label_209.tif,train
210,XiaMen_02_01_15_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_15_07_SAR_210.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_15_07_Optical_210.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_15_07_Label_210.tif,train
211,XiaMen_02_01_15_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_15_08_SAR_211.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_15_08_Optical_211.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_15_08_Label_211.tif,train
212,XiaMen_02_01_15_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_15_09_SAR_212.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_15_09_Optical_212.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_15_09_Label_212.tif,train
213,WuHan_03_01_01_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_01_01_SAR_213.tif,dl\data\extracted\OPT_1024\WuHan_03_01_01_01_Optical_213.tif,dl\data\extracted\LAB_1024\WuHan_03_01_01_01_Label_213.tif,train
214,WuHan_03_01_01_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_01_02_SAR_214.tif,dl\data\extracted\OPT_1024\WuHan_03_01_01_02_Optical_214.tif,dl\data\extracted\LAB_1024\WuHan_03_01_01_02_Label_214.tif,train
215,WuHan_03_01_01_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_01_03_SAR_215.tif,dl\data\extracted\OPT_1024\WuHan_03_01_01_03_Optical_215.tif,dl\data\extracted\LAB_1024\WuHan_03_01_01_03_Label_215.tif,train
216,WuHan_03_01_01_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_01_04_SAR_216.tif,dl\data\extracted\OPT_1024\WuHan_03_01_01_04_Optical_216.tif,dl\data\extracted\LAB_1024\WuHan_03_01_01_04_Label_216.tif,train
217,WuHan_03_01_01_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_01_05_SAR_217.tif,dl\data\extracted\OPT_1024\WuHan_03_01_01_05_Optical_217.tif,dl\data\extracted\LAB_1024\WuHan_03_01_01_05_Label_217.tif,train
218,WuHan_03_01_01_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_01_06_SAR_218.tif,dl\data\extracted\OPT_1024\WuHan_03_01_01_06_Optical_218.tif,dl\data\extracted\LAB_1024\WuHan_03_01_01_06_Label_218.tif,train
219,WuHan_03_01_01_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_01_07_SAR_219.tif,dl\data\extracted\OPT_1024\WuHan_03_01_01_07_Optical_219.tif,dl\data\extracted\LAB_1024\WuHan_03_01_01_07_Label_219.tif,train
220,WuHan_03_01_01_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_01_08_SAR_220.tif,dl\data\extracted\OPT_1024\WuHan_03_01_01_08_Optical_220.tif,dl\data\extracted\LAB_1024\WuHan_03_01_01_08_Label_220.tif,train
221,WuHan_03_01_01_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_01_09_SAR_221.tif,dl\data\extracted\OPT_1024\WuHan_03_01_01_09_Optical_221.tif,dl\data\extracted\LAB_1024\WuHan_03_01_01_09_Label_221.tif,train
222,WuHan_03_01_02_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_02_01_SAR_222.tif,dl\data\extracted\OPT_1024\WuHan_03_01_02_01_Optical_222.tif,dl\data\extracted\LAB_1024\WuHan_03_01_02_01_Label_222.tif,train
223,WuHan_03_01_02_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_02_02_SAR_223.tif,dl\data\extracted\OPT_1024\WuHan_03_01_02_02_Optical_223.tif,dl\data\extracted\LAB_1024\WuHan_03_01_02_02_Label_223.tif,train
224,WuHan_03_01_02_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_02_03_SAR_224.tif,dl\data\extracted\OPT_1024\WuHan_03_01_02_03_Optical_224.tif,dl\data\extracted\LAB_1024\WuHan_03_01_02_03_Label_224.tif,train
225,WuHan_03_01_02_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_02_04_SAR_225.tif,dl\data\extracted\OPT_1024\WuHan_03_01_02_04_Optical_225.tif,dl\data\extracted\LAB_1024\WuHan_03_01_02_04_Label_225.tif,train
226,WuHan_03_01_02_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_02_05_SAR_226.tif,dl\data\extracted\OPT_1024\WuHan_03_01_02_05_Optical_226.tif,dl\data\extracted\LAB_1024\WuHan_03_01_02_05_Label_226.tif,train
227,WuHan_03_01_02_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_02_06_SAR_227.tif,dl\data\extracted\OPT_1024\WuHan_03_01_02_06_Optical_227.tif,dl\data\extracted\LAB_1024\WuHan_03_01_02_06_Label_227.tif,train
228,WuHan_03_01_02_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_02_07_SAR_228.tif,dl\data\extracted\OPT_1024\WuHan_03_01_02_07_Optical_228.tif,dl\data\extracted\LAB_1024\WuHan_03_01_02_07_Label_228.tif,train
229,WuHan_03_01_02_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_02_08_SAR_229.tif,dl\data\extracted\OPT_1024\WuHan_03_01_02_08_Optical_229.tif,dl\data\extracted\LAB_1024\WuHan_03_01_02_08_Label_229.tif,train
230,WuHan_03_01_02_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_02_09_SAR_230.tif,dl\data\extracted\OPT_1024\WuHan_03_01_02_09_Optical_230.tif,dl\data\extracted\LAB_1024\WuHan_03_01_02_09_Label_230.tif,train
231,WuHan_03_01_03_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_03_01_SAR_231.tif,dl\data\extracted\OPT_1024\WuHan_03_01_03_01_Optical_231.tif,dl\data\extracted\LAB_1024\WuHan_03_01_03_01_Label_231.tif,train
232,WuHan_03_01_03_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_03_02_SAR_232.tif,dl\data\extracted\OPT_1024\WuHan_03_01_03_02_Optical_232.tif,dl\data\extracted\LAB_1024\WuHan_03_01_03_02_Label_232.tif,train
233,WuHan_03_01_03_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_03_03_SAR_233.tif,dl\data\extracted\OPT_1024\WuHan_03_01_03_03_Optical_233.tif,dl\data\extracted\LAB_1024\WuHan_03_01_03_03_Label_233.tif,train
234,WuHan_03_01_03_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_03_04_SAR_234.tif,dl\data\extracted\OPT_1024\WuHan_03_01_03_04_Optical_234.tif,dl\data\extracted\LAB_1024\WuHan_03_01_03_04_Label_234.tif,train
235,WuHan_03_01_03_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_03_05_SAR_235.tif,dl\data\extracted\OPT_1024\WuHan_03_01_03_05_Optical_235.tif,dl\data\extracted\LAB_1024\WuHan_03_01_03_05_Label_235.tif,train
236,WuHan_03_01_03_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_03_06_SAR_236.tif,dl\data\extracted\OPT_1024\WuHan_03_01_03_06_Optical_236.tif,dl\data\extracted\LAB_1024\WuHan_03_01_03_06_Label_236.tif,train
237,WuHan_03_01_03_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_03_07_SAR_237.tif,dl\data\extracted\OPT_1024\WuHan_03_01_03_07_Optical_237.tif,dl\data\extracted\LAB_1024\WuHan_03_01_03_07_Label_237.tif,train
238,WuHan_03_01_03_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_03_08_SAR_238.tif,dl\data\extracted\OPT_1024\WuHan_03_01_03_08_Optical_238.tif,dl\data\extracted\LAB_1024\WuHan_03_01_03_08_Label_238.tif,train
239,WuHan_03_01_03_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_03_09_SAR_239.tif,dl\data\extracted\OPT_1024\WuHan_03_01_03_09_Optical_239.tif,dl\data\extracted\LAB_1024\WuHan_03_01_03_09_Label_239.tif,train
240,WuHan_03_01_04_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_04_01_SAR_240.tif,dl\data\extracted\OPT_1024\WuHan_03_01_04_01_Optical_240.tif,dl\data\extracted\LAB_1024\WuHan_03_01_04_01_Label_240.tif,train
241,WuHan_03_01_04_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_04_02_SAR_241.tif,dl\data\extracted\OPT_1024\WuHan_03_01_04_02_Optical_241.tif,dl\data\extracted\LAB_1024\WuHan_03_01_04_02_Label_241.tif,train
242,WuHan_03_01_04_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_04_03_SAR_242.tif,dl\data\extracted\OPT_1024\WuHan_03_01_04_03_Optical_242.tif,dl\data\extracted\LAB_1024\WuHan_03_01_04_03_Label_242.tif,train
243,WuHan_03_01_04_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_04_04_SAR_243.tif,dl\data\extracted\OPT_1024\WuHan_03_01_04_04_Optical_243.tif,dl\data\extracted\LAB_1024\WuHan_03_01_04_04_Label_243.tif,train
244,WuHan_03_01_04_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_04_05_SAR_244.tif,dl\data\extracted\OPT_1024\WuHan_03_01_04_05_Optical_244.tif,dl\data\extracted\LAB_1024\WuHan_03_01_04_05_Label_244.tif,train
245,WuHan_03_01_04_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_04_06_SAR_245.tif,dl\data\extracted\OPT_1024\WuHan_03_01_04_06_Optical_245.tif,dl\data\extracted\LAB_1024\WuHan_03_01_04_06_Label_245.tif,train
246,WuHan_03_01_04_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_04_07_SAR_246.tif,dl\data\extracted\OPT_1024\WuHan_03_01_04_07_Optical_246.tif,dl\data\extracted\LAB_1024\WuHan_03_01_04_07_Label_246.tif,train
247,WuHan_03_01_04_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_04_08_SAR_247.tif,dl\data\extracted\OPT_1024\WuHan_03_01_04_08_Optical_247.tif,dl\data\extracted\LAB_1024\WuHan_03_01_04_08_Label_247.tif,train
248,WuHan_03_01_04_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_04_09_SAR_248.tif,dl\data\extracted\OPT_1024\WuHan_03_01_04_09_Optical_248.tif,dl\data\extracted\LAB_1024\WuHan_03_01_04_09_Label_248.tif,train
249,WuHan_03_01_05_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_05_01_SAR_249.tif,dl\data\extracted\OPT_1024\WuHan_03_01_05_01_Optical_249.tif,dl\data\extracted\LAB_1024\WuHan_03_01_05_01_Label_249.tif,train
250,WuHan_03_01_05_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_05_02_SAR_250.tif,dl\data\extracted\OPT_1024\WuHan_03_01_05_02_Optical_250.tif,dl\data\extracted\LAB_1024\WuHan_03_01_05_02_Label_250.tif,train
251,WuHan_03_01_05_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_05_03_SAR_251.tif,dl\data\extracted\OPT_1024\WuHan_03_01_05_03_Optical_251.tif,dl\data\extracted\LAB_1024\WuHan_03_01_05_03_Label_251.tif,train
252,WuHan_03_01_05_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_05_04_SAR_252.tif,dl\data\extracted\OPT_1024\WuHan_03_01_05_04_Optical_252.tif,dl\data\extracted\LAB_1024\WuHan_03_01_05_04_Label_252.tif,train
253,WuHan_03_01_05_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_05_05_SAR_253.tif,dl\data\extracted\OPT_1024\WuHan_03_01_05_05_Optical_253.tif,dl\data\extracted\LAB_1024\WuHan_03_01_05_05_Label_253.tif,train
254,WuHan_03_01_05_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_05_06_SAR_254.tif,dl\data\extracted\OPT_1024\WuHan_03_01_05_06_Optical_254.tif,dl\data\extracted\LAB_1024\WuHan_03_01_05_06_Label_254.tif,train
255,WuHan_03_01_05_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_05_07_SAR_255.tif,dl\data\extracted\OPT_1024\WuHan_03_01_05_07_Optical_255.tif,dl\data\extracted\LAB_1024\WuHan_03_01_05_07_Label_255.tif,train
256,WuHan_03_01_05_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_05_08_SAR_256.tif,dl\data\extracted\OPT_1024\WuHan_03_01_05_08_Optical_256.tif,dl\data\extracted\LAB_1024\WuHan_03_01_05_08_Label_256.tif,train
257,WuHan_03_01_05_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_05_09_SAR_257.tif,dl\data\extracted\OPT_1024\WuHan_03_01_05_09_Optical_257.tif,dl\data\extracted\LAB_1024\WuHan_03_01_05_09_Label_257.tif,train
258,WuHan_03_01_06_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_06_01_SAR_258.tif,dl\data\extracted\OPT_1024\WuHan_03_01_06_01_Optical_258.tif,dl\data\extracted\LAB_1024\WuHan_03_01_06_01_Label_258.tif,train
259,WuHan_03_01_06_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_06_02_SAR_259.tif,dl\data\extracted\OPT_1024\WuHan_03_01_06_02_Optical_259.tif,dl\data\extracted\LAB_1024\WuHan_03_01_06_02_Label_259.tif,train
260,WuHan_03_01_06_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_06_03_SAR_260.tif,dl\data\extracted\OPT_1024\WuHan_03_01_06_03_Optical_260.tif,dl\data\extracted\LAB_1024\WuHan_03_01_06_03_Label_260.tif,train
261,WuHan_03_01_06_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_06_04_SAR_261.tif,dl\data\extracted\OPT_1024\WuHan_03_01_06_04_Optical_261.tif,dl\data\extracted\LAB_1024\WuHan_03_01_06_04_Label_261.tif,train
262,WuHan_03_01_06_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_06_05_SAR_262.tif,dl\data\extracted\OPT_1024\WuHan_03_01_06_05_Optical_262.tif,dl\data\extracted\LAB_1024\WuHan_03_01_06_05_Label_262.tif,train
263,WuHan_03_01_06_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_06_06_SAR_263.tif,dl\data\extracted\OPT_1024\WuHan_03_01_06_06_Optical_263.tif,dl\data\extracted\LAB_1024\WuHan_03_01_06_06_Label_263.tif,train
264,WuHan_03_01_06_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_06_07_SAR_264.tif,dl\data\extracted\OPT_1024\WuHan_03_01_06_07_Optical_264.tif,dl\data\extracted\LAB_1024\WuHan_03_01_06_07_Label_264.tif,train
265,WuHan_03_01_06_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_06_08_SAR_265.tif,dl\data\extracted\OPT_1024\WuHan_03_01_06_08_Optical_265.tif,dl\data\extracted\LAB_1024\WuHan_03_01_06_08_Label_265.tif,train
266,WuHan_03_01_06_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_06_09_SAR_266.tif,dl\data\extracted\OPT_1024\WuHan_03_01_06_09_Optical_266.tif,dl\data\extracted\LAB_1024\WuHan_03_01_06_09_Label_266.tif,train
267,WuHan_03_01_07_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_07_01_SAR_267.tif,dl\data\extracted\OPT_1024\WuHan_03_01_07_01_Optical_267.tif,dl\data\extracted\LAB_1024\WuHan_03_01_07_01_Label_267.tif,train
268,WuHan_03_01_07_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_07_02_SAR_268.tif,dl\data\extracted\OPT_1024\WuHan_03_01_07_02_Optical_268.tif,dl\data\extracted\LAB_1024\WuHan_03_01_07_02_Label_268.tif,train
269,WuHan_03_01_07_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_07_03_SAR_269.tif,dl\data\extracted\OPT_1024\WuHan_03_01_07_03_Optical_269.tif,dl\data\extracted\LAB_1024\WuHan_03_01_07_03_Label_269.tif,train
270,WuHan_03_01_07_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_07_04_SAR_270.tif,dl\data\extracted\OPT_1024\WuHan_03_01_07_04_Optical_270.tif,dl\data\extracted\LAB_1024\WuHan_03_01_07_04_Label_270.tif,train
271,WuHan_03_01_07_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_07_05_SAR_271.tif,dl\data\extracted\OPT_1024\WuHan_03_01_07_05_Optical_271.tif,dl\data\extracted\LAB_1024\WuHan_03_01_07_05_Label_271.tif,train
272,WuHan_03_01_07_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_07_06_SAR_272.tif,dl\data\extracted\OPT_1024\WuHan_03_01_07_06_Optical_272.tif,dl\data\extracted\LAB_1024\WuHan_03_01_07_06_Label_272.tif,train
273,WuHan_03_01_07_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_07_07_SAR_273.tif,dl\data\extracted\OPT_1024\WuHan_03_01_07_07_Optical_273.tif,dl\data\extracted\LAB_1024\WuHan_03_01_07_07_Label_273.tif,train
274,WuHan_03_01_07_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_07_08_SAR_274.tif,dl\data\extracted\OPT_1024\WuHan_03_01_07_08_Optical_274.tif,dl\data\extracted\LAB_1024\WuHan_03_01_07_08_Label_274.tif,train
275,WuHan_03_01_07_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_07_09_SAR_275.tif,dl\data\extracted\OPT_1024\WuHan_03_01_07_09_Optical_275.tif,dl\data\extracted\LAB_1024\WuHan_03_01_07_09_Label_275.tif,train
276,WuHan_03_01_08_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_08_01_SAR_276.tif,dl\data\extracted\OPT_1024\WuHan_03_01_08_01_Optical_276.tif,dl\data\extracted\LAB_1024\WuHan_03_01_08_01_Label_276.tif,train
277,WuHan_03_01_08_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_08_02_SAR_277.tif,dl\data\extracted\OPT_1024\WuHan_03_01_08_02_Optical_277.tif,dl\data\extracted\LAB_1024\WuHan_03_01_08_02_Label_277.tif,train
278,WuHan_03_01_08_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_08_03_SAR_278.tif,dl\data\extracted\OPT_1024\WuHan_03_01_08_03_Optical_278.tif,dl\data\extracted\LAB_1024\WuHan_03_01_08_03_Label_278.tif,train
279,WuHan_03_01_08_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_08_04_SAR_279.tif,dl\data\extracted\OPT_1024\WuHan_03_01_08_04_Optical_279.tif,dl\data\extracted\LAB_1024\WuHan_03_01_08_04_Label_279.tif,train
280,WuHan_03_01_08_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_08_05_SAR_280.tif,dl\data\extracted\OPT_1024\WuHan_03_01_08_05_Optical_280.tif,dl\data\extracted\LAB_1024\WuHan_03_01_08_05_Label_280.tif,train
281,WuHan_03_01_08_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_08_06_SAR_281.tif,dl\data\extracted\OPT_1024\WuHan_03_01_08_06_Optical_281.tif,dl\data\extracted\LAB_1024\WuHan_03_01_08_06_Label_281.tif,train
282,WuHan_03_01_08_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_08_07_SAR_282.tif,dl\data\extracted\OPT_1024\WuHan_03_01_08_07_Optical_282.tif,dl\data\extracted\LAB_1024\WuHan_03_01_08_07_Label_282.tif,train
283,WuHan_03_01_08_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_08_08_SAR_283.tif,dl\data\extracted\OPT_1024\WuHan_03_01_08_08_Optical_283.tif,dl\data\extracted\LAB_1024\WuHan_03_01_08_08_Label_283.tif,train
284,WuHan_03_01_08_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_08_09_SAR_284.tif,dl\data\extracted\OPT_1024\WuHan_03_01_08_09_Optical_284.tif,dl\data\extracted\LAB_1024\WuHan_03_01_08_09_Label_284.tif,train
285,WuHan_03_01_09_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_09_01_SAR_285.tif,dl\data\extracted\OPT_1024\WuHan_03_01_09_01_Optical_285.tif,dl\data\extracted\LAB_1024\WuHan_03_01_09_01_Label_285.tif,train
286,WuHan_03_01_09_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_09_02_SAR_286.tif,dl\data\extracted\OPT_1024\WuHan_03_01_09_02_Optical_286.tif,dl\data\extracted\LAB_1024\WuHan_03_01_09_02_Label_286.tif,train
287,WuHan_03_01_09_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_09_03_SAR_287.tif,dl\data\extracted\OPT_1024\WuHan_03_01_09_03_Optical_287.tif,dl\data\extracted\LAB_1024\WuHan_03_01_09_03_Label_287.tif,train
288,WuHan_03_01_09_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_09_04_SAR_288.tif,dl\data\extracted\OPT_1024\WuHan_03_01_09_04_Optical_288.tif,dl\data\extracted\LAB_1024\WuHan_03_01_09_04_Label_288.tif,train
289,WuHan_03_01_09_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_09_05_SAR_289.tif,dl\data\extracted\OPT_1024\WuHan_03_01_09_05_Optical_289.tif,dl\data\extracted\LAB_1024\WuHan_03_01_09_05_Label_289.tif,train
290,WuHan_03_01_09_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_09_06_SAR_290.tif,dl\data\extracted\OPT_1024\WuHan_03_01_09_06_Optical_290.tif,dl\data\extracted\LAB_1024\WuHan_03_01_09_06_Label_290.tif,train
291,WuHan_03_01_09_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_09_07_SAR_291.tif,dl\data\extracted\OPT_1024\WuHan_03_01_09_07_Optical_291.tif,dl\data\extracted\LAB_1024\WuHan_03_01_09_07_Label_291.tif,train
292,WuHan_03_01_09_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_09_08_SAR_292.tif,dl\data\extracted\OPT_1024\WuHan_03_01_09_08_Optical_292.tif,dl\data\extracted\LAB_1024\WuHan_03_01_09_08_Label_292.tif,train
293,WuHan_03_01_09_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_09_09_SAR_293.tif,dl\data\extracted\OPT_1024\WuHan_03_01_09_09_Optical_293.tif,dl\data\extracted\LAB_1024\WuHan_03_01_09_09_Label_293.tif,train
294,WuHan_03_01_10_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_10_01_SAR_294.tif,dl\data\extracted\OPT_1024\WuHan_03_01_10_01_Optical_294.tif,dl\data\extracted\LAB_1024\WuHan_03_01_10_01_Label_294.tif,train
295,WuHan_03_01_10_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_10_02_SAR_295.tif,dl\data\extracted\OPT_1024\WuHan_03_01_10_02_Optical_295.tif,dl\data\extracted\LAB_1024\WuHan_03_01_10_02_Label_295.tif,train
296,WuHan_03_01_10_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_10_03_SAR_296.tif,dl\data\extracted\OPT_1024\WuHan_03_01_10_03_Optical_296.tif,dl\data\extracted\LAB_1024\WuHan_03_01_10_03_Label_296.tif,train
297,WuHan_03_01_10_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_10_04_SAR_297.tif,dl\data\extracted\OPT_1024\WuHan_03_01_10_04_Optical_297.tif,dl\data\extracted\LAB_1024\WuHan_03_01_10_04_Label_297.tif,train
298,WuHan_03_01_10_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_10_05_SAR_298.tif,dl\data\extracted\OPT_1024\WuHan_03_01_10_05_Optical_298.tif,dl\data\extracted\LAB_1024\WuHan_03_01_10_05_Label_298.tif,train
